collegeName,aliasName,state,city,photo,rank,ACT,aidPercent,acceptance,tuition,gpa,enrollment,SAT,costAfterAid,type,academicCalendar,setting,website
Bard College at Simon's Rock,Bard College at Simons Rock,MA,Great Barrington,https://www.usnews.com/dims4/USNEWS/b574462/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff7%2F3ad54b56e56ee66d16a01e5b76ec29%2Fcollege-photo_11393.jpg,#7,,,55,55732,,,1240,,Private,Semester,Rural,http://www.simons-rock.edu
Macalester College,,MN,St. Paul,https://www.usnews.com/dims4/USNEWS/c633d23/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F12%2F6733a945bbdb71ddd7ae1a9b9a7328%2F_Z6A8136.jpg,#25,29,68,41,56292,,2174,1310,28261,Private,Semester,Urban,http://www.macalester.edu
Cogswell Polytechnical College,,CA,San Jose,https://www.usnews.com/dims4/USNEWS/14b1e53/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F94%2Fdfa29c027d86c944f9b63947b263f0%2Fcollege-photo_4701.jpg,Unranked,25,,40,20800,3,595,1070,,Private,Trimester,Suburban,//www. cogswell.edu
Dakota Wesleyan University,,SD,Mitchell,https://www.usnews.com/dims4/USNEWS/fde0ef8/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F57%2Fbae7943e3a5146af5dcd1e61302ae2%2Fcollege-photo_24278.jpg,#26,19,81,74,28750,3.3,799,900,23428,Private,Differs by program,Rural,http://www.dwu.edu
Geneva College,,PA,Beaver Falls,https://www.usnews.com/dims4/USNEWS/8ae8586/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F82%2F76ee622cad4f5ac465c1a6d3945aab%2Fcollege-photo_24726.jpg,#92,20,,63,28190,3.6,1376,1000,,Private,Semester,Suburban,http://www.geneva.edu
Taylor University,,IN,Upland,https://www.usnews.com/dims4/USNEWS/3c7d6d2/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F4d%2Fbcd6672e529f7ec7749ea7e352aad5%2Fcollege-photo_226.jpg,#1,22,62,78,35305,3.7,2167,1080,26208,Private,4/1/2004,Rural,http://www.taylor.edu
University of California--Riverside,UC Riverside University of California Riverside,CA,Riverside,https://www.usnews.com/dims4/USNEWS/88d0565/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F6c%2F68f3515aea1ba176103a16ba099ccf%2Fcollege-photo_13243.jpg,#91,23,1,51,42819,3.8,20581,1110,43481,Public,Quarter,City,http://www.ucr.edu
Roanoke College,,VA,Salem,https://www.usnews.com/dims4/USNEWS/cbacc78/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe2%2F4d4739664ee7d8c51b7f7464aad524%2Fcollege-photo_4869.jpg,#130,22,,72,45176,3.5,2017,1040,,Private,Semester,Suburban,https://www.roanoke.edu
University of Indianapolis,,IN,Indianapolis,https://www.usnews.com/dims4/USNEWS/e70321b/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F2d%2F61c58b294ad7e090a28e5f39d2e48b%2Fcollege-photo_3463.jpg,#228,19,,81,30976,3.5,4508,990,,Private,4/1/2004,Urban,http://www.uindy.edu
Wagner College,,NY,Staten Island,https://www.usnews.com/dims4/USNEWS/39d9789/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fed%2F49512dcc50e5394df36dccecb41082%2FUSNews18_MainHall.jpg,#32,22,68,70,48280,3.5,1762,1070,41050,Private,Semester,Urban,http://www.wagner.edu
Dominican University of California,,CA,San Rafael,https://www.usnews.com/dims4/USNEWS/db9fc96/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F3f%2F7eb9c8632491f5e517ce80a6ab0014%2Fcollege-photo_6462.jpg,#23,20,80,87,46940,3.6,1355,1035,38560,Private,Semester,Suburban,http://www.dominican.edu
Daytona State College,,FL,Daytona Beach,,Unranked,,,,,,,,,Public,N/A,N/A,//www.daytonastate.edu
Pine Manor College,,MA,Chestnut Hill,,#164-#215,,,77,31660,2.6,373,740,,Private,Semester,Urban,http://www.pmc.edu
Lewis-Clark State College,Lewis Clark State College,ID,Lewiston,,#26-#33,17,,100,19978,,3746,930,,Public,Semester,City,http://www.lcsc.edu
Sul Ross State University,,TX,Alpine,,#87-#113,16,,100,,,,805,,Public,Semester,Rural,http://www.sulross.edu
University of the Arts,UArts,PA,Philadelphia,,Unranked,,,,,,,,,Private,Semester,Urban,http://www.uarts.edu
Bay Path University,,MA,Longmeadow,https://www.usnews.com/dims4/USNEWS/04bba3e/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F79%2Fae3926b88e7e8360acc075fb6d0c7b%2Fcollege-photo_37283.jpg,#94,24,,60,35080,,1924,888,,Private,Semester,Suburban,http://www.baypath.edu
Illinois State University,,IL,Normal,https://www.usnews.com/dims4/USNEWS/1a143d0/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F03%2Fb82c56888c518ee8daad97bb3e1aba%2Fcollege-photo_16342.jpg,#197,20,,89,26040,3.4,18107,,,Public,Semester,Urban,https://illinoisstate.edu/
Navajo Technical University,,NM,Crownpoint,,Unranked,,,,,,,,,Public,N/A,N/A,hi
Ramapo College of New Jersey,,NJ,Mahwah,https://www.usnews.com/dims4/USNEWS/56a4b05/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F43%2F95b9e9efdbde86c124a9192669bad5%2Fcollege-photo_13987.jpg,#32,21,26,63,24367,3.4,5609,1050,34831,Public,Semester,Suburban,http://www.ramapo.edu
SUNY--New Paltz,SUNY New Paltz SUNY New Paltz,NY,New Paltz,https://www.usnews.com/dims4/USNEWS/12ce68e/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F0d%2Fe8642fe073041e9345dd1b9d7807a5%2Fcollege-photo_14230.jpg,#28,24,7,41,18412,3.6,6692,1090,31051,Public,Semester,Rural,http://www.newpaltz.edu
Voorhees College,,SC,Denmark,https://www.usnews.com/dims4/USNEWS/2008106/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F72%2Fa9628e11f94b5df910ccf096c598bd%2Fcollege-photo_543.jpg,#55,13,,65,12630,2.9,491,800,,Private,Semester,Rural,"//www,voorhees.edu"
Turtle Mountain Community College,,ND,Belcourt,,Unranked,,,,,,,,,Private,N/A,N/A,hi
Central Methodist University,,MO,Fayette,https://www.usnews.com/dims4/USNEWS/3fc187f/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F9a%2F6e3923939079d966f642dd057be4de%2Fcollege-photo_30476.jpg,#78,20,,93,24420,3.5,1148,950,,Private,Semester,Rural,http://www.centralmethodist.edu
Mercy College,,NY,Dobbs Ferry,https://www.usnews.com/dims4/USNEWS/021c645/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F03%2F7133d1817e93115facfe30afeaa5dc%2Fcollege-photo_12482.jpg,#129-#170,,,79,19594,3,6611,,,Private,Semester,Suburban,http://www.mercy.edu
University of Maryland--Eastern Shore,University of Maryland Eastern Shore,MD,Princess Anne,https://www.usnews.com/dims4/USNEWS/e78e743/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fbb%2F8268bd8ab9b39d992d0979626b206b%2Fcollege-photo_27271.jpg,#293-#381,15,,54,18508,2.9,2603,870,,Public,Semester,Rural,http://www.umes.edu
Wilkes University,,PA,Wilkes-Barre,https://www.usnews.com/dims4/USNEWS/49580c4/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F52%2Fed20f088224d4088d4ace57996e203%2F_1MM1987a-2.jpg,#211,21,,75,37622,3.6,2455,1050,,Private,Semester,City,http://www.wilkes.edu
United States Naval Academy,USNA,MD,Annapolis,https://www.usnews.com/dims4/USNEWS/725c1c8/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F85%2F0fc7ab99547a48baec1ff05295cff0%2Fcollege-photo_10378.jpg,#17,26,,9,,,4512,1150,,Public,Semester,City,http://www.usna.edu
Otterbein University,,OH,Westerville,https://www.usnews.com/dims4/USNEWS/8616361/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd6%2F83dccc31a573562bc3cbbc61de0132%2Fcollege-photo_7958.jpg,#20,21,68,82,32474,3.6,2495,1105,28977,Private,Semester,Suburban,http://www.otterbein.edu
The School of Architecture at Taliesin,,AZ,Scottsdale,,Unranked,,,,,,,,,Private,Trimester,Suburban,http://www.taliesin.edu/
University of Miami,,FL,Coral Gables,https://www.usnews.com/dims4/USNEWS/06c5142/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F8d%2F3ab1f0d8509a33f8dec799faccdded%2Fcollege-photo_11206.jpg,#57,29,31,32,51930,3.6,11117,1250,34537,Private,Semester,Suburban,http://www.miami.edu
Centenary University,,NJ,Hackettstown,https://www.usnews.com/dims4/USNEWS/bf971f0/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fb2%2F34360643ffd909a925b6747888249c%2Fseay.jpg,#119,17,,67,32998,,1266,870,,Private,Semester,Suburban,http://www.centenaryuniversity.edu
Northwood University,,MI,Midland,https://www.usnews.com/dims4/USNEWS/e1bfe31/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc1%2F240d051ffb22b874835c36a57e40da%2Fcollege-photo_26288.jpg,Unranked,19,,68,28080,3.3,1244,990,,Private,Semester,City,http://www.northwood.edu
Gonzaga University,,WA,Spokane,https://www.usnews.com/dims4/USNEWS/0522c23/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F34%2F1cb9a35129b00e1afec07b6ded2512%2Fcollege-photo_66.jpg,#79,25,43,66,45140,3.7,5317,1183,52534,Private,Semester,City,https://www.gonzaga.edu
Lackawanna College,,PA,Scranton,,Unranked,,,31,15660,,1873,,,Private,Semester,City,//www.lackawanna.edu
University of South Carolina--Upstate,University of South Carolina Upstate,SC,Spartanburg,https://www.usnews.com/dims4/USNEWS/1a40dfa/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F1a%2F71b60b2d740d3f69615225c1df64a7%2FAdmin-Upstate-07-24-4.jpg,#11,17,2,51,23536,3.1,6036,920,33131,Public,Semester,City,http://www.uscupstate.edu/
Medical University of South Carolina,,SC,Charleston,,Unranked,,,,,,,,,Public,N/A,N/A,//www.musc.edu
Nebraska Methodist College,,NE,Omaha,,Unranked,21,,91,16308,3.5,775,,,Private,Semester,Urban,http://www.methodistcollege.edu/
Nazareth College,,NY,Rochester,https://www.usnews.com/dims4/USNEWS/9260c8f/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F3a%2F500993e2b8f2850aa60fa047ae56b0%2Fcollege-photo_357.jpg,#32,23,83,64,35416,3.6,2269,1090,31879,Private,Semester,Suburban,http://www.naz.edu
Palm Beach Atlantic University,,FL,West Palm Beach,https://www.usnews.com/dims4/USNEWS/b11fbfa/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd3%2F52%2Feabbb31a46dc877fef7ed0101014%2F190822palm-beach-atlantic-university2.jpg,#293-#381,20,,95,32500,,2855,1000,,Private,Semester,City,http://www.pba.edu
American College of Education,,IN,Indianapolis,,Unranked,,,,,,,,,Proprietary,N/A,N/A,hi
College of Biblical Studies--Houston,,TX,Houston,,Unranked,,,,,,,,,Private,N/A,N/A,hi
Wheaton College,,MA,Norton,https://www.usnews.com/dims4/USNEWS/597ef53/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F21%2Fa4%2Fb4af1813472f9d239d795985c30b%2F190827wheaton-college0.jpg,#82,27,70,70,54568,3.4,1760,1180,29250,Private,Semester,Suburban,http://www.wheatoncollege.edu
Pacific College of Oriental Medicine--San Diego,,CA,San Diego,,Unranked,,,,,,,,,Proprietary,N/A,N/A,hi
Kennesaw State University,,GA,Kennesaw,,#293-#381,21,,58,21636,3.4,32274,1080,,Public,Semester,Suburban,http://www.kennesaw.edu
Webb Institute,,NY,Glen Cove,https://www.usnews.com/dims4/USNEWS/0a81ccc/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc9%2F8396b0cd24fce0f884a304cd789e85%2Fcollege-photo_30409.jpg,Unranked,32,,33,51690,4,104,1400,,Private,Semester,Suburban,http://www.webb.edu
University of Central Missouri,,MO,Warrensburg,https://www.usnews.com/dims4/USNEWS/16265e2/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa3%2Ffb158a545d5af017f2c21d633cb69a%2FUSNews1.jpg,#78,19,,86,15171,3.4,9300,,,Public,Semester,Rural,http://www.ucmo.edu
St. Bonaventure University,St Bonaventure University Saint Bonaventure University,NY,St. Bonaventure,https://www.usnews.com/dims4/USNEWS/8245e6c/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F81%2F4cc6029218b68135a168efa3106172%2Fcollege-photo_30445.jpg,#19,22,73,73,35431,3.4,1812,1040,24456,Private,Semester,Rural,http://www.sbu.edu
Jamestown Business College,,NY,Jamestown,,Unranked,,,,,,,,,Proprietary,N/A,N/A,hi
Hult International Business School,,CA,Cambridge,https://www.usnews.com/dims4/USNEWS/c8527ef/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc2%2Fc0658e931cb43666e97dff97b7c8f2%2Fcollege-photo_32090.jpg,Unranked,,,50,42500,,1487,1210,,Private,5-term,City,http://www.hult.edu
Snow College,,UT,Ephraim,https://www.usnews.com/dims4/USNEWS/5f0d4c1/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fcc%2F684f90b820f22c7d089116213be178%2Fcollege-photo_30586.jpg,Unranked,17,,100,,,,,,Public,Semester,Rural,https://www.snow.edu/admissions/
John Carroll University,JCU,OH,University Heights,https://www.usnews.com/dims4/USNEWS/bb205ab/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa5%2F48054431319dd022d2a5526b8e7add%2Fcollege-photo_32424.jpg,#2,22,70,83,42910,3.6,3076,1090,30164,Private,4/4/2001,City,http://www.coe.edu
New England Institute of Technology,New England Tech,RI,East Greenwich,https://www.usnews.com/dims4/USNEWS/6f42606/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F51%2F30d1ad10eed0686814eab9d79e4382%2Fcollege-photo_19410.jpg,#36-#46,,,,,,,,,Private,Quarter,Suburban,http://www.neit.edu/
Notre Dame of Maryland University,,MD,Baltimore,https://www.usnews.com/dims4/USNEWS/866c20a/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fdc%2Fcafeccf2f801307e7a7764b0ff5bb7%2Fcollege-photo_15033.jpg,#59,22,69,88,38340,3.7,841,930,45203,Private,Semester,Suburban,http://www.ndm.edu
Central Michigan University,,MI,Mount Pleasant,https://www.usnews.com/dims4/USNEWS/7d53b4a/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fdd%2Fb3554062ba30d585f6d7adf77d61c5%2Fcollege-photo_8168.jpg,#240,20,,69,12960,3.4,16432,1000,,Public,Semester,Rural,http://www.cmich.edu
American InterContinental University,,IL,Hoffman Estates,,Unranked,,,,,,,,,Proprietary,N/A,N/A,//www.aiuniv.edu
Lincoln Christian University,,IL,Lincoln,https://www.usnews.com/dims4/USNEWS/80fd2e4/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc5%2Fb55b59d1ebbaf81a1856aae3c1f478%2Fcollege-photo_14697.jpg,Unranked,20,,64,13590,3.4,415,940,,Private,Semester,Rural,http://lincolnchristian.edu
Kentucky Wesleyan College,,KY,Owensboro,,#16,19,,64,26440,3.5,830,830,,Private,Semester,City,https://kwc.edu/
Cornish College of the Arts,,WA,Seattle,https://www.usnews.com/dims4/USNEWS/513a57c/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff6%2F06f42d28150b3a88b9aea560374c84%2Fcollege-photo_20914.jpg,Unranked,,,77,33360,,623,,,Private,Semester,Urban,//www.cornish.edu
University of Providence,,MT,Great Falls,,Unranked,17,,76,25318,,,1100,,Private,Semester,City,//www.uprovidence.edu
Oral Roberts University,,OK,Tulsa,https://www.usnews.com/dims4/USNEWS/163d77c/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F15%2Fc5f0d2ed4f1665172eaf41fde67038%2Fcollege-photo_34389.jpg,#5,19,70,81,30070,3.5,3529,1015,19538,Private,Semester,Urban,http://www.oru.edu
Woodbury University,,CA,Burbank,https://www.usnews.com/dims4/USNEWS/c90c423/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd3%2F57a33ad3c503f6e9837be14a9e9a65%2Fcollege-photo_36124.jpg,#53,19,67,66,41182,3.3,1059,946,32600,Private,Semester,City,https://woodbury.edu/
East Carolina University,ECU,NC,Greenville,https://www.usnews.com/dims4/USNEWS/8fd98a4/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff7%2Fe6fd932775828513e474fa972ca3a8%2Fcollege-photo_35377.jpg,#228,19,,82,23516,3.3,23071,1030,,Public,Semester,City,http://www.ecu.edu
Nova Scotia College of Art and Design,,,"Halifax, Nova Scotia",,Unranked,,,,,,,,,Public,N/A,N/A,//www.nscad.ca
Briar Cliff University,,IA,Sioux City,https://www.usnews.com/dims4/USNEWS/cf98d33/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F6b%2Ff904be0da333bd6b35f58e6e80afd4%2Fcollege-photo_335.jpg,#29,19,,60,30970,3.2,976,980,,Private,Semester,City,http://www.briarcliff.edu
Johns Hopkins University,JHU,MD,Baltimore,https://www.usnews.com/dims4/USNEWS/8f6faba/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F16%2Fd110e9e042d0e4bd05b155b1be212b%2Fcollege-photo_9422.jpg,#10,33,52,11,55350,3.9,6064,1470,30662,Private,Semester,Urban,http://www.jhu.edu
Bridgewater State University,,MA,Bridgewater,,#108,19,,90,16640,3.1,9504,990,,Public,Semester,Suburban,http://www.bridgew.edu/admissions
Reinhardt University,,GA,Waleska,,#87,18,,90,24300,3.3,1473,1000,,Private,Semester,Rural,http://www.reinhardt.edu/
New Mexico State University,NMSU,NM,Las Cruces,https://www.usnews.com/dims4/USNEWS/f9d2e56/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F11%2Fe41e2d49565505ca3995024f5b7e73%2Fcollege-photo_15275.jpg,#263,17,,66,24917,3.5,11687,940,,Public,Semester,City,http://www.nmsu.edu
Western Illinois University,,IL,Macomb,https://www.usnews.com/dims4/USNEWS/1a82ac2/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F18%2F26f0e3e171c931ebb727a07ee9c580%2Fcollege-photo_8744.jpg,#61,18,34,59,11666,3.3,6754,930,21024,Public,Semester,Rural,http://www.wiu.edu
Feather River Community College District,,CA,Quincy,,Unranked,,,,,,,,,Public,N/A,N/A,//www.frc.edu
Montserrat College of Art,,MA,Beverly,,Unranked,,,,,,,,,Private,N/A,N/A,//www.montserrat.edu
Texas Wesleyan University,,TX,Fort Worth,https://www.usnews.com/dims4/USNEWS/e2111d4/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F77%2Fe14b0ff835fb71a8ef0d53392c2b66%2Fcollege-photo_34769.jpg,#293-#381,19,,36,30300,3.4,1704,975,,Private,Semester,Urban,http://www.txwes.edu
University of Lynchburg,,VA,Lynchburg,https://www.usnews.com/dims4/USNEWS/c2c7171/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F15%2Fbbe662470b32760cb2ae7939446f38%2Fcollege-photo_12755.jpg,#20,19,80,97,37690,3.3,2086,980,25108,Private,Semester,City,http://www.lynchburg.edu
Henry Ford College,,MI,Dearborn,,Unranked,,,,,,,,,Public,N/A,N/A,//www.schoolcraft.edu
Peru State College,,NE,Peru,,Unranked,,,,,,,,,Public,N/A,N/A,//www.peru.edu
Glenville State College,,WV,Glenville,https://www.usnews.com/dims4/USNEWS/9d546df/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F15%2Fb82dc09f68f9304136d9e27b87bf8c%2Fcollege-photo_24445.jpg,#60,16,,71,14872,3.1,1586,855,,Public,Semester,Rural,http://www.glenville.edu
University of Toledo,,OH,Toledo,https://www.usnews.com/dims4/USNEWS/cbba5bb/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F05%2F86b374828659bd1b40cb6443b17495%2Fcollege-photo_21594.jpg,#293-#381,20,,94,19994,3.5,16065,1020,,Public,Semester,Urban,http://www.utoledo.edu
Belmont Abbey College,,NC,Belmont,https://www.usnews.com/dims4/USNEWS/cafd261/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fcb%2F423084599024d644edb0bc0bf0cc9b%2FAerial.png,#22,19,65,80,18500,3.2,1556,950,23180,Private,Semester,Suburban,http://www.belmontabbeycollege.edu
Olivet Nazarene University,,IL,Bourbonnais,https://www.usnews.com/dims4/USNEWS/c7cc5ac/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc8%2F6a488d466b4ed2abe76c7f9da4991d%2Fcollege-photo_35668.jpg,#52,20,82,65,37070,3.5,3231,1000,22845,Private,Semester,Suburban,http://www.olivet.edu
Newberry College,,SC,Newberry,https://www.usnews.com/dims4/USNEWS/a885cba/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fb5%2Fbbe1998c7083cfc7b4b0ba9896066d%2Fcollege-photo_11638.jpg,#16,17,86,66,27400,3.4,1208,920,21018,Private,Semester,City,http://www.newberry.edu/
Barnard College,,NY,New York,https://www.usnews.com/dims4/USNEWS/f8338b9/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Feb%2F013af048917f822d3a692f6730ed87%2Fcollege-photo_30969.jpg,#25,30,37,14,57668,,2562,1330,26807,Private,Semester,Urban,http://www.barnard.edu
Grand Valley State University,,MI,Allendale,https://www.usnews.com/dims4/USNEWS/160afdd/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F40%2F6a3bdd16b75f4b28e83d45d7a96198%2Fcollege-photo_33849.jpg,#228,21,,83,18296,3.6,21680,1050,,Public,Semester,Suburban,http://www.gvsu.edu
Hebrew Theological College,,IL,Skokie,,Unranked,,,,,,,,,Private,N/A,N/A,//www.htc.edu/
Southwestern Christian University,,OK,Bethany,,#23,16,,58,18630,3.2,560,890,,Private,Semester,Suburban,http://www.swcu.edu/
